Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Hyundai Santro Xing XL AT eRLX Euro III,Hyderabad,2007,71000,Petrol,Automatic,First,17,1086,62.1,5,455000
Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,First,19.4,1198,86.8,5,662000
Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,First,21.4,1197,83.1,5,1030000
Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,First,21.1,814,55.2,5,1025000
Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,First,12.99,1798,73,5,2401000
Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,First,23,1396,90,5,1025000
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,First,10.91,3198,197,7,3529000
Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,First,17.4,1497,117.3,5,1268000
Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,Second,21.5,1248,88.8,5,788000
Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,First,12.9,1598,102.5,5,1131500
Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,First,20.54,1598,103.6,5,1323000
Honda City V MT,Pune,2012,69000,Petrol,Manual,First,16.8,1497,116.3,5,1358000
Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,Second,24.4,1120,71,5,823000
Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,First,17.9,2143,170,5,5977000
Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,First,20,1399,68,5,765000
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,Second,15,1896,105,5,1015000
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,First,18.49,1493,100,7,1886500
Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,Second,15.8,1499,110,5,1168500
Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,First,17.1,1591,121.3,5,1425500
Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,First,26.6,998,58.16,5,551000
Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,First,15.2,1968,140.8,5,5314000
Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,First,19.49,1198,67.04,5,947000
Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,First,15.26,2143,203.2,5,4949000
Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,First,12.83,2179,147.5,5,12000000
Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,First,15.8,1591,121.3,5,1770000
Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,First,20.5,1598,103.5,5,1422000
Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,First,23.4,1248,74,5,788000
Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,First,15.8,1591,121.3,5,1423000
Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,First,24,1120,70,5,745000
Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,First,18.49,1493,100,7,1886500
Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,First,24,1120,70,5,745000
BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,Second,11.7,2993,245,5,5507000
Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,First,28.4,1248,73.75,5,962000
Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,First,12.55,2982,168.5,7,3717000
Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,First,17.68,1968,174.33,5,6710000
Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,First,27.3,1498,98.6,5,960000
Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,First,11.33,4134,335.2,7,10196000
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,First,12.05,2179,120,7,1886500
Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,First,18.3,1991,147.9,5,1131500
Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,First,25.44,936,57.6,5,1131500
Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,First,18.25,1968,187.74,5,5314000
Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,First,14.3,1598,103.52,5,1422000
Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,First,23.4,1248,74,5,788000
Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,Second,11.5,2982,171,7,3717000
Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,Second,22.9,1248,74,5,788000
Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,First,17,1497,118,5,1358000
Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,First,15.26,2143,203.2,5,4949000
Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,Second,17.8,1248,75,5,788000
Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,First,26.1,1498,99,5,891000
Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Fiat Punto 1.4 Emotion,Kolkata,2010,47000,Petrol,Manual,First,14.6,1172,67,5,860000
Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,First,19.7,796,46.3,5,436000
Toyota Etios Liva GD,Coimbatore,2013,62601,Diesel,Manual,First,23.59,1364,78.9,5,852500
Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,Second,20.4,1197,81.8,5,788000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,First,19.27,2143,170,5,4949000
Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,Second,17.88,1396,52.8,5,763000
Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,Second,22.74,796,47.3,5,436000
Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,First,9.3,2771,193.1,5,3336000
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,First,22,1197,81.8,5,1026000
Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,Third,12.05,2179,120,8,1886500
Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,First,17.8,1248,75,5,788000
BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,First,18.88,1995,184,5,5443000
Tata Nano STD SE,Jaipur,2012,80000,Petrol,Manual,Second,25.4,624,37.5,4,763000
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,First,12.99,2494,100,8,2401000
Honda Brio S Option MT,Mumbai,2012,25000,Petrol,Manual,First,18.4,1198,86.8,5,662000
Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,First,23.84,1199,83.83,5,694000
Mahindra Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,First,12.05,2179,120,8,1886500
BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,Diesel,Automatic,First,16.73,1995,218,5,6787000
Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,First,21.43,1364,87.2,5,2108500
Honda City i VTEC CVT VX,Mumbai,2016,25000,Petrol,Automatic,First,18,1497,117.3,5,1358000
Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,First,22,1582,126.2,5,1559000
Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,First,26.59,1248,74,5,788000
Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,First,20.73,1373,91.1,5,1111000
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,First,20.92,998,67.1,5,436000
Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,First,19,1199,88.76,5,947000
Mahindra XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,First,15.1,2179,140,7,1886500
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,First,18.49,1493,100,7,1886500
Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,First,18.2,1199,88.7,5,910000
Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,Petrol,Manual,First,16.1,1298,88.2,5,788000
Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,Petrol,Manual,First,16.47,1198,73.9,5,1015000
Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,First,20.5,1582,126.2,5,1918000
Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,First,18.6,1199,79.4,5,1131500
Honda Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,First,25.8,1498,98.6,5,854000
Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,Petrol,Automatic,Second,10,2496,157.7,5,8697000
BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,First,18.59,2993,265,5,7831000
Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,First,20.38,1968,143,5,4289000
Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,First,26.59,1248,74,5,788000
Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,First,26.59,1248,74,5,788000
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,Second,12.8,2494,102,7,2401000
BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,First,16.09,1995,184,5,6959000
BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,Diesel,Automatic,First,16.73,1995,218,5,6787000
Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,First,15.1,2179,140,7,1886500
Honda City 1.5 S MT,Delhi,2009,71499,Petrol,Manual,First,17,1497,118,5,1358000
Force One LX 4x4,Chennai,2014,50000,Diesel,Manual,First,17,2200,139.01,7,1131500
Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,First,20.14,1498,88,5,956000
Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,First,16,1198,90,5,960000
Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,First,23.59,1364,67.06,5,852500
Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,First,19.01,1461,108.5,5,1665000
BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,First,18.56,1995,190,5,6476000
Hyundai i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,First,18.5,1197,80,5,1025000
Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,First,15.1,1196,73,5,492500
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,First,17.8,1399,68,5,1168500
Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,First,16.8,1497,118,5,1358000
Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,First,25.2,1248,74,5,788000
Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,First,24,1120,70,5,745000
Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,First,14.75,2967,245,7,9992000
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,First,17,1198,74,5,929500
Honda City i VTEC CVT VX,Kochi,2018,34696,Petrol,Automatic,First,18,1497,117.3,5,1358000
Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,First,27.39,1248,74,5,880000
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,First,24,1120,70,5,745000
Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,First,19.3,1248,73.9,5,788000
Maruti Swift 1.3 VXi,Delhi,2006,63000,Petrol,Manual,First,16.1,1248,74,5,788000
Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,Diesel,Automatic,First,12.7,2179,115,5,12000000
Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,First,11.5,2982,171,7,3717000
Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,First,27.3,1498,98.6,5,1105000
Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,First,24.3,1248,88.5,5,1112000
Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,First,23.4,1248,74,5,788000
Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,Second,21.66,1498,103.52,5,1422000
Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Diesel,Automatic,Second,12.7,2179,115,5,12000000
Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,First,22.74,796,47.3,5,436000
Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,Second,16.47,1198,73.9,5,1015000
Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,First,26,1498,98.6,5,1358000
Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,First,23.4,1248,74,5,788000
Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Honda City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,First,17.8,1497,117.3,5,1358000
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,First,18.16,1196,86.8,5,765000
Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,First,24.3,1248,88.5,5,863000
Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,First,19.01,1461,108.45,5,1505000
Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,First,21.19,1396,88.73,5,1025000
Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,First,15.7,1390,75,5,1886500
Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,First,17.7,1497,78,5,1358000
Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,Second,15.6,1196,70,5,765000
Renault Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,First,13.06,1598,102.53,5,1505000
Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,First,12.81,1999,148.31,7,6922000
Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74,1984,208,5,5314000
Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,Second,11.3,1298,83.1,8,788000
Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,First,26.59,1248,74,5,788000
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,First,16.47,1198,74,5,1015000
Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,Second,11.5,2982,171,7,3717000
Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,Second,11.5,2982,171,7,3717000
Honda Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,First,12.8,2354,177.6,5,1358000
Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,First,22.9,1248,74,5,788000
Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,Second,17.5,1198,70,5,2583000
Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,First,17.1,1956,170,5,1845000
Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,Second,25.4,624,37.5,4,763000
Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Petrol,Manual,First,15.3,1596,101,5,1168500
Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,First,27.62,793,47,5,587000
Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,First,11.5,2982,171,7,3717000
Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,First,27.62,793,47,5,587000
Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,First,21.1,814,55.2,5,1025000
Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,Second,23.5,1498,90,5,1168500
Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Petrol,Manual,First,16.47,1198,74,5,1015000
Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,First,16.2,1199,74,5,1015000
Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,First,24.3,1248,88.5,5,989000
Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,First,19.4,1198,86.8,5,662000
Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,First,17.5,1298,85.8,5,788000
Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,First,23.1,998,67.04,5,487000
Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,First,13,1591,121.3,5,1606000
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,First,17.8,1248,74,5,788000
Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,Second,13.1,1997,141.1,5,3351000
Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,17201,Diesel,Automatic,First,12.51,2179,187.7,7,12000000
Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,First,15.1,2179,140,7,1886500
Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,First,16.47,1198,74,5,1015000
Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,First,19.2,1197,80,5,1025000
Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,Second,20.36,1197,78.9,5,1025000
Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,First,14.81,1998,163.7,5,1131500
Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,First,12,1991,181.03,5,8697000
Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,First,11.7,2359,134,5,1025000
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,First,11.74,1796,186,5,4949000
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,First,22.07,1199,73.9,5,1015000
Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,First,24.3,1248,88.5,5,1100000
Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,First,18.6,1197,81.86,5,978000
Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,Second,13.93,2179,138.1,7,763000
Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,First,21.64,1461,84.8,5,1133000
BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,Petrol,Automatic,First,10.9,2497,215,5,5443000
Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,Second,14.53,1798,138,5,2108500
Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,First,22.32,1582,126.32,5,1425500
Maruti Swift Dzire VDi,Kolkata,2009,34000,Diesel,Manual,First,19.3,1248,73.9,5,788000
Maruti Dzire VDI,Hyderabad,2013,68434,Diesel,Manual,First,28.4,1248,73.75,5,914000
Maruti Alto K10 VXI,Pune,2014,17000,Petrol,Manual,First,24.07,998,67.1,5,448000
Jaguar XJ 5.0 L V8 Supercharged,Coimbatore,2011,43686,Petrol,Automatic,First,10.5,5000,503,4,6967500
Mercedes-Benz New C-Class 220 CDI AT,Kolkata,2012,22000,Diesel,Automatic,First,14.84,2143,170,5,4949000
Hyundai Verna CRDi 1.6 SX Option,Mumbai,2013,79225,Diesel,Manual,First,22,1582,126.2,5,1557000
Chevrolet Aveo 1.6 LT,Pune,2007,63000,Petrol,Manual,Third,14.2,1598,102,5,1131500
Maruti Swift VXI BSIV,Hyderabad,2014,61922,Petrol,Manual,First,20.4,1197,81.8,5,788000
Hyundai Verna 1.6 CRDi S,Chennai,2015,85000,Diesel,Manual,First,23.9,1582,126.2,5,1425500
Mercedes-Benz GLC 220d Celebration Edition,Kochi,2017,26192,Diesel,Automatic,First,17.9,2143,168,5,6380500
Toyota Fortuner 4x2 Manual,Delhi,2013,65000,Diesel,Manual,First,13,2982,168.5,7,3717000
Audi Q5 2008-2012 2.0 TDI,Delhi,2014,44999,Diesel,Automatic,First,12.8,1968,167.6,5,5314000
BMW 3 Series 320d Dynamic,Mumbai,2008,81308,Diesel,Automatic,Second,13.2,1995,170,5,5443000
Maruti Alto 800 2016-2019 LXI,Delhi,2016,35000,Petrol,Manual,First,24.7,796,47.3,5,436000
Maruti Alto K10 2010-2014 VXI,Coimbatore,2012,65349,Petrol,Manual,First,20.92,998,67.1,5,436000
Audi A4 1.8 TFSI Technology Edition,Hyderabad,2012,80000,Petrol,Automatic,First,15.64,1798,167.62,5,5314000
Maruti Swift VXi BSIV,Mumbai,2012,61000,Petrol,Manual,First,16.1,1197,85,5,788000
Maruti Wagon R VXI,Kochi,2019,31817,Petrol,Manual,First,22.5,998,67.04,5,512000
Skoda Rapid 1.5 TDI Ambition,Hyderabad,2016,41000,Diesel,Manual,First,21.14,1498,103.52,5,1422000
Honda Jazz S,Kochi,2010,82606,Petrol,Manual,Second,16,1198,90,5,960000
Mahindra XUV500 W10 2WD,Ahmedabad,2015,52000,Diesel,Manual,First,16,2179,140,7,1886500
Maruti Ritz VXi,Coimbatore,2011,50318,Petrol,Manual,First,18.5,1197,85.8,5,788000
Mercedes-Benz GLE 250d,Hyderabad,2016,50000,Diesel,Automatic,First,17.9,2143,201.15,5,7943000
Skoda Rapid 1.6 TDI Ambition,Bangalore,2012,72000,Diesel,Manual,First,20.5,1598,103.5,5,1422000
Hyundai Grand i10 CRDi Magna,Delhi,2015,63776,Diesel,Manual,First,24,1120,70,5,745000
Hyundai Elite i20 Petrol Asta,Mumbai,2015,28133,Petrol,Manual,First,18.6,1197,81.86,5,945000
Tata Zest Quadrajet 1.3 75PS XE,Kolkata,2017,45000,Diesel,Manual,First,22.95,1248,74,5,794000
Hyundai i20 Magna 1.4 CRDi,Jaipur,2015,55697,Diesel,Manual,First,22.54,1396,88.73,5,1025000
Skoda Rapid 1.6 TDI Elegance,Delhi,2012,62000,Diesel,Manual,Second,20.5,1598,103.5,5,1422000
Fiat Linea Emotion,Mumbai,2011,48000,Petrol,Manual,First,16,1368,90,5,907500
Maruti Swift VXI BSIII W/ ABS,Pune,2010,90246,Petrol,Manual,First,16.1,1298,88.2,5,788000
Tata Indica V2 2001-2011 eLS,Hyderabad,2015,80500,Diesel,Manual,First,25,1396,69,5,763000
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Pune,2012,119000,Diesel,Automatic,First,14.84,2143,170,5,4949000
Mercedes-Benz GLE 350d,Bangalore,2016,28541,Diesel,Automatic,First,11.57,2987,254.79,5,9513000
Hyundai Santro Xing XP,Kolkata,2008,45500,Petrol,Manual,Second,17,1086,62.1,5,455000
Honda City V MT AVN,Chennai,2012,41000,Petrol,Manual,Second,16.8,1497,116.3,5,1358000
Hyundai i20 Magna,Mumbai,2010,58000,Petrol,Manual,Second,18.5,1197,80,5,1025000
Toyota Fortuner 4x2 Manual,Chennai,2015,99000,Diesel,Manual,First,13,2982,168.5,7,3717000
Hyundai Grand i10 Magna,Delhi,2014,31200,Petrol,Manual,First,18.9,1197,82,5,745000
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Chennai,2009,85000,Diesel,Manual,Second,15,1896,105,5,1015000
Ford EcoSport 1.5 Ti VCT AT Titanium,Hyderabad,2016,60924,Petrol,Automatic,First,15.63,1499,110.4,5,1168500
Hyundai EON Magna Plus,Chennai,2012,45000,Petrol,Manual,First,21.1,814,55.2,5,1025000
Nissan Micra XV CVT,Kolkata,2011,44000,Petrol,Automatic,First,19.15,1198,75.94,5,873000
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,30534,Petrol,Automatic,First,19,1199,88.7,5,960000
Volkswagen Polo 1.2 MPI Trendline,Kochi,2016,46399,Petrol,Manual,First,16.47,1198,74,5,1015000
Maruti Alto LXi,Kolkata,2008,42000,Petrol,Manual,First,19.7,796,46.3,5,436000
Hyundai Verna 1.6 SX,Delhi,2011,67000,Diesel,Manual,First,22.32,1582,126.32,5,1425500
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,2013,58000,Diesel,Automatic,First,10,2148,170,5,8697000
Tata Zest Revotron 1.2 XT,Coimbatore,2015,27000,Petrol,Manual,First,17.57,1193,88.7,5,869000
Honda Brio S Option MT,Mumbai,2012,39566,Petrol,Manual,Second,18.4,1198,86.8,5,662000
Honda Jazz VX Diesel,Chennai,2016,14980,Diesel,Manual,First,27.3,1498,98.6,5,1081000
Maruti Alto K10 VXI AGS,Jaipur,2017,18491,Petrol,Automatic,First,24.07,998,67.1,5,436000
Maruti Zen VXi - BS III,Jaipur,2000,90000,Petrol,Manual,Second,17.3,993,60,5,788000
Hyundai i20 Sportz 1.4 CRDi,Pune,2015,118211,Diesel,Manual,First,22.54,1396,88.73,5,1025000
Maruti SX4 S Cross DDiS 320 Zeta,Coimbatore,2016,63316,Diesel,Manual,First,22.7,1598,118,5,788000
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Delhi,2014,42000,Diesel,Automatic,First,14.21,2143,203,5,8697000
